Date	Apple-Price	Apple Change	Apple Change %	Microsoft-Price	Microsoft-Change	Microsoft Change %
2015-07-22	125.22	-5.53	-0.05058081	45.54	-1.74	-0.037211292
2015-07-21	130.75	-1.32	-0.012073539	47.28	0.36	0.007698888
2015-07-20	132.07	2.45	0.02240922	46.92	0.3	0.00641574
2015-07-17	129.62	1.11	0.010152749	46.62	-0.04	-0.000855432
2015-07-16	128.51	1.69	0.015457788	46.66	0.9	0.01924722
2015-07-15	126.82	1.21	0.011067411	45.76	0.14	0.002994012
2015-07-14	125.61	-0.05	-0.000457331	45.62	0.08	0.001710864
2015-07-13	125.66	2.38	0.021768956	45.54	0.93	0.019888794
2015-07-10	123.28	3.21	0.029360651	44.61	0.09	0.001924722
2015-07-09	120.07	-2.5	-0.022866551	44.52	0.28	0.005988024
2015-07-08	122.57	-3.12	-0.028537455	44.24	-0.06	-0.001283148
2015-07-07	125.69	-0.31	-0.002835452	44.3	-0.09	-0.001924722
2015-07-06	126	-0.44	-0.004024513	44.39	-0.01	-0.000213858
2015-07-02	126.44	-0.16	-0.001463459	44.4	-0.04	-0.000855432
2015-07-01	126.6	1.18	0.010793012	44.44	0.29	0.006201882
2015-06-30	125.42	0.89	0.008140492	44.15	-0.22	-0.004704876
2015-06-29	124.53	-2.22	-0.020305497	44.37	-0.89	-0.019033362
2015-06-26	126.75	-0.75	-0.006859965	45.26	-0.39	-0.008340462
2015-06-25	127.5	-0.61	-0.005579438	45.65	0.01	0.000213858
2015-06-24	128.11	1.08	0.00987835	45.64	-0.27	-0.005774166
2015-06-23	127.03	-0.58	-0.00530504	45.91	-0.32	-0.006843456
2015-06-22	127.61	1.01	0.009238087	46.23	0.13	0.002780154
2015-06-19	126.6	-1.28	-0.011707674	46.1	-0.62	-0.013259196
2015-06-18	127.88	0.58	0.00530504	46.72	0.75	0.01603935
2015-06-17	127.3	-0.3	-0.002743986	45.97	0.14	0.002994012
2015-06-16	127.6	0.68	0.006219702	45.83	0.35	0.00748503
2015-06-15	126.92	-0.25	-0.002286655	45.48	-0.49	-0.010479042
2015-06-12	127.17	-1.42	-0.012988201	45.97	-0.47	-0.010051326
2015-06-11	128.59	-0.29	-0.00265252	46.44	-0.17	-0.003635586
2015-06-10	128.88	1.46	0.013354066	46.61	0.96	0.020530368
2015-06-09	127.42	-0.38	-0.003475716	45.65	-0.08	-0.001710864
2015-06-08	127.8	-0.85	-0.007774627	45.73	-0.41	-0.008768178
2015-06-05	128.65	-0.71	-0.0064941	46.14	-0.22	-0.004704876
2015-06-04	129.36	-0.76	-0.006951431	46.36	-0.49	-0.010479042
2015-06-03	130.12	0.16	0.001463459	46.85	-0.07	-0.001497006
2015-06-02	129.96	-0.58	-0.00530504	46.92	-0.31	-0.006629598
2015-06-01	130.54	0.26	0.002378121	47.23	0.37	0.007912746
2015-05-29	130.28	-1.5	-0.01371993	46.86	-0.59	-0.012617622
2015-05-28	131.78	-0.26	-0.002378121	47.45	-0.16	-0.003421728
2015-05-27	132.04	2.42	0.022134821	47.61	1.02	0.021813516
2015-05-26	129.62	-2.92	-0.026708131	46.59	-0.31	-0.006629598
2015-05-22	132.54	1.15	0.010518613	46.9	-0.52	-0.011120616
2015-05-21	131.39	1.33	0.012165005	47.42	-0.16	-0.003421728
2015-05-20	130.06	-0.01	-9.14662E-05	47.58	0	0
2015-05-19	130.07	-0.12	-0.001097594	47.58	-0.43	-0.009195894
2015-05-18	130.19	1.42	0.012988201	48.01	-0.29	-0.006201882
2015-05-15	128.77	-0.18	-0.001646392	48.3	-0.42	-0.008982036
2015-05-14	128.95	2.94	0.026891064	48.72	1.1	0.02352438
2015-05-13	126.01	0.15	0.001371993	47.62	0.27	0.005774166
2015-05-12	125.86	-0.46	-0.004207445	47.35	-0.02	-0.000427716
2015-05-11	126.32	-1.3	-0.011890606	47.37	-0.38	-0.008126604
2015-05-08	127.62	2.36	0.021586024	47.75	1.05	0.02245509
2015-05-07	125.26	0.25	0.002286655	46.7	0.42	0.008982036
2015-05-06	125.01	-0.79	-0.00722583	46.28	-1.32	-0.028229256
2015-05-05	125.8	-2.9	-0.026525199	47.6	-0.64	-0.013686912
2015-05-04	128.7	-0.25	-0.002286655	48.24	-0.42	-0.008982036
2015-05-01	128.95	3.8	0.034757157	48.66	0.02	0.000427716
2015-04-30	125.15	-3.49	-0.031921705	48.64	-0.42	-0.008982036
2015-04-29	128.64	-1.92	-0.017561511	49.06	-0.1	-0.00213858
2015-04-28	130.56	-2.09	-0.019116436	49.16	1.13	0.024165954
2015-04-27	132.65	2.37	0.02167749	48.03	0.16	0.003421728
2015-04-24	130.28	0.61	0.005579438	47.87	4.53	0.096877673
2015-04-23	129.67	1.05	0.009603951	43.34	0.36	0.007698888
2015-04-22	128.62	1.71	0.015640721	42.98	0.34	0.007271172
2015-04-21	126.91	-0.69	-0.006311168	42.64	-0.26	-0.005560308
2015-04-20	127.6	2.85	0.026067868	42.9	1.28	0.027373824
2015-04-17	124.75	-1.42	-0.012988201	41.62	-0.54	-0.011548332
2015-04-16	126.17	-0.61	-0.005579438	42.16	-0.1	-0.00213858
2015-04-15	126.78	0.48	0.004390378	42.26	0.61	0.013045338
2015-04-14	126.3	-0.55	-0.005030641	41.65	-0.11	-0.002352438
2015-04-13	126.85	-0.25	-0.002286655	41.76	0.04	0.000855432
2015-04-10	127.1	0.54	0.004939175	41.72	0.24	0.005132592
2015-04-09	126.56	0.96	0.008780756	41.48	0.06	0.001283148
2015-04-08	125.6	-0.41	-0.003750114	41.42	-0.11	-0.002352438
2015-04-07	126.01	-1.34	-0.012256471	41.53	-0.01	-0.000213858
2015-04-06	127.35	2.03	0.018567639	41.54	1.25	0.02673225
2015-04-02	125.32	1.07	0.009786884	40.29	-0.43	-0.009195894
2015-04-01	124.25	-0.18	-0.001646392	40.72	0.06	0.001283148
2015-03-31	124.43	-1.94	-0.017744443	40.66	-0.3	-0.00641574
2015-03-30	126.37	3.12	0.028537455	40.96	-0.01	-0.000213858
2015-03-27	123.25	-0.99	-0.009055154	40.97	-0.24	-0.005132592
2015-03-26	124.24	0.86	0.007866093	41.21	-0.25	-0.00534645
2015-03-25	123.38	-3.31	-0.030275313	41.46	-1.44	-0.030795552
2015-03-24	126.69	-0.52	-0.004756243	42.9	0.04	0.000855432
2015-03-23	127.21	1.31	0.011982073	42.86	-0.02	-0.000427716
2015-03-20	125.9	-1.6	-0.014634593	42.88	0.6	0.01283148
2015-03-19	127.5	-0.97	-0.008872222	42.28	-0.22	-0.004704876
2015-03-18	128.47	1.43	0.013079667	42.5	0.8	0.01710864
2015-03-17	127.04	2.09	0.019116436	41.7	0.14	0.002994012
2015-03-16	124.95	1.36	0.012439404	41.56	0.18	0.003849444
2015-03-13	123.59	-0.86	-0.007866093	41.38	0.36	0.007698888
2015-03-12	124.45	2.21	0.020214031	41.02	-0.96	-0.020530368
2015-03-11	122.24	-2.27	-0.020762828	41.98	-0.05	-0.00106929
2015-03-10	124.51	-2.63	-0.024055611	42.03	-0.82	-0.017536356
2015-03-09	127.14	0.54	0.004939175	42.85	0.49	0.010479042
2015-03-06	126.6	0.19	0.001737858	42.36	-0.75	-0.01603935
2015-03-05	126.41	-2.13	-0.019482301	43.11	0.05	0.00106929
2015-03-04	128.54	-0.82	-0.007500229	43.06	-0.22	-0.004704876
2015-03-03	129.36	0.27	0.002469587	43.28	-0.6	-0.01283148
2015-03-02	129.09	0.63	0.005762371	43.88	0.03	0.000641574
2015-02-27	128.46	-1.96	-0.017927376	43.85	-0.21	-0.004491018
2015-02-26	130.42	1.63	0.014908991	44.06	0.07	0.001497006
2015-02-25	128.79	-3.38	-0.030915577	43.99	-0.1	-0.00213858
2015-02-24	132.17	-0.83	-0.007591695	44.09	-0.06	-0.001283148
2015-02-23	133	3.5	0.032013171	44.15	0.29	0.006201882
2015-02-20	129.5	1.05	0.009603951	43.86	0.36	0.007698888
2015-02-19	128.45	-0.27	-0.002469587	43.5	-0.03	-0.000641574
2015-02-18	128.72	0.89	0.008140492	43.53	-0.05	-0.00106929
2015-02-17	127.83	0.75	0.006859965	43.58	-0.29	-0.006201882
2015-02-13	127.08	0.62	0.005670905	43.87	0.78	0.016680924
2015-02-12	126.46	1.58	0.01445166	43.09	0.71	0.015183918
2015-02-11	124.88	2.86	0.026159334	42.38	-0.22	-0.004704876
2015-02-10	122.02	2.3	0.021037227	42.6	0.24	0.005132592
2015-02-09	119.72	0.79	0.00722583	42.36	-0.05	-0.00106929
2015-02-06	118.93	-1.01	-0.009238087	42.41	-0.04	-0.000855432
2015-02-05	119.94	0.38	0.003475716	42.45	0.61	0.013045338
2015-02-04	119.56	0.91	0.008323424	41.84	0.24	0.005132592
2015-02-03	118.65	0.02	0.000182932	41.6	0.32	0.006843456
2015-02-02	118.63	1.47	0.013445532	41.28	0.88	0.018819504
2015-01-30	117.16	-1.74	-0.015915119	40.4	-1.61	-0.034431138
2015-01-29	118.9	3.59	0.032836367	42.01	0.82	0.017536356
2015-01-28	115.31	6.17	0.056434647	41.19	-1.47	-0.031437126
2015-01-27	109.14	-3.96	-0.036220616	42.66	-4.35	-0.093028229
2015-01-26	113.1	0.12	0.001097594	47.01	-0.17	-0.003635586
2015-01-23	112.98	0.58	0.00530504	47.18	0.05	0.00106929
2015-01-22	112.4	2.85	0.026067868	47.13	1.21	0.025876818
2015-01-21	109.55	0.83	0.007591695	45.92	-0.47	-0.010051326
2015-01-20	108.72	2.73	0.024970273	46.39	0.15	0.00320787
2015-01-16	105.99	-0.83	-0.007591695	46.24	0.76	0.016253208
2015-01-15	106.82	-2.98	-0.027256929	45.48	-0.48	-0.010265184
2015-01-14	109.8	-0.42	-0.003841581	45.96	-0.4	-0.00855432
2015-01-13	110.22	0.97	0.008872222	46.36	-0.24	-0.005132592
2015-01-12	109.25	-2.76	-0.025244672	46.6	-0.59	-0.012617622
2015-01-09	112.01	0.12	0.001097594	47.19	-0.4	-0.00855432
2015-01-08	111.89	4.14	0.037867008	47.59	1.36	0.029084688
2015-01-07	107.75	1.49	0.013628464	46.23	0.58	0.012403764
2015-01-06	106.26	0.01	9.14662E-05	45.65	-0.67	-0.014328486
2015-01-05	106.25	-3.08	-0.028171591	46.32	-0.44	-0.009409752
2015-01-02	109.33	0	0	46.76	0	0
